,02_95stain1-120716_S2_merged_R1.fastq.gz.fq.gzAligned.sortedByCoord.out.down_sampled
ENSG00000186017.14,6281
ENSG00000186073.11,6282
ENSG00000186104.10,6283
ENSG00000186106.11,6284
ENSG00000186130.4,6285
ENSG00000186132.14,6286
ENSG00000186141.8,6287
ENSG00000186153.16,6288
ENSG00000186162.10,6289
ENSG00000186184.15,6290
ENSG00000186187.11,6291
ENSG00000186193.8,6292
ENSG00000186222.4,6293
ENSG00000186230.6,6294
ENSG00000186260.16,6295
ENSG00000186283.13,6296
ENSG00000186298.11,6297
ENSG00000186301.8,6298
ENSG00000186312.10,6299
ENSG00000186314.11,6300
ENSG00000186352.8,6301
ENSG00000186367.6,6302
ENSG00000186376.14,6303
ENSG00000186395.6,6304
ENSG00000186432.8,6305
ENSG00000186468.12,6306
ENSG00000186480.12,6307
ENSG00000186496.10,6308
ENSG00000186501.14,6309
ENSG00000186564.5,6310
ENSG00000186577.11,6311
ENSG00000186591.11,6312
ENSG00000186625.13,6313
ENSG00000186635.14,6314
ENSG00000186652.9,6315
ENSG00000186660.14,6316
ENSG00000186665.8,6317
ENSG00000186666.5,6318
ENSG00000186687.15,6319
ENSG00000186716.19,6320
ENSG00000186767.5,6321
ENSG00000186862.17,6322
ENSG00000186866.16,6323
ENSG00000186908.14,6324
ENSG00000186918.13,6325
ENSG00000187010.18,6326
ENSG00000187049.9,6327
ENSG00000187051.8,6328
ENSG00000187066.8,6329
ENSG00000187079.14,6330
ENSG00000187091.13,6331
ENSG00000187109.13,6332
ENSG00000187118.12,6333
ENSG00000187134.12,6334
ENSG00000187147.17,6335
ENSG00000187164.17,6336
ENSG00000187193.8,6337
ENSG00000187257.14,6338
ENSG00000187325.4,6339
ENSG00000187391.17,6340
ENSG00000187446.11,6341
ENSG00000187479.5,6342
ENSG00000187510.7,6343
ENSG00000187514.14,6344
ENSG00000187522.13,6345
ENSG00000187531.13,6346
ENSG00000187535.13,6347
ENSG00000187600.12,6348
ENSG00000187601.4,6349
ENSG00000187608.8,6350
ENSG00000187609.15,6351
ENSG00000187630.14,6352
ENSG00000187676.7,6353
ENSG00000187688.14,6354
ENSG00000187713.6,6355
ENSG00000187735.12,6356
ENSG00000187741.14,6357
ENSG00000187742.14,6358
ENSG00000187772.6,6359
ENSG00000187778.13,6360
ENSG00000187790.10,6361
ENSG00000187792.4,6362
ENSG00000187796.13,6363
ENSG00000187837.3,6364
ENSG00000187840.4,6365
ENSG00000187866.7,6366
ENSG00000187954.12,6367
ENSG00000187955.11,6368
ENSG00000187994.13,6369
ENSG00000188002.10,6370
ENSG00000188010.12,6371
ENSG00000188021.8,6372
ENSG00000188157.13,6373
ENSG00000188177.13,6374
ENSG00000188186.10,6375
ENSG00000188191.14,6376
ENSG00000188229.5,6377
ENSG00000188242.4,6378
ENSG00000188243.12,6379
ENSG00000188312.13,6380
ENSG00000188313.12,6381
ENSG00000188342.11,6382
ENSG00000188343.12,6383
ENSG00000188352.12,6384
ENSG00000188372.14,6385
ENSG00000188419.13,6386
ENSG00000188428.16,6387
ENSG00000188486.3,6388
ENSG00000188493.14,6389
ENSG00000188512.6,6390
ENSG00000188529.14,6391
ENSG00000188536.12,6392
ENSG00000188542.9,6393
ENSG00000188599.17,6394
ENSG00000188603.16,6395
ENSG00000188612.11,6396
ENSG00000188647.12,6397
ENSG00000188672.16,6398
ENSG00000188677.14,6399
ENSG00000188690.12,6400
ENSG00000188693.7,6401
ENSG00000188706.12,6402
ENSG00000188707.5,6403
ENSG00000188725.7,6404
ENSG00000188739.14,6405
ENSG00000188811.12,6406
ENSG00000188846.13,6407
ENSG00000188895.11,6408
ENSG00000188938.15,6409
ENSG00000188976.10,6410
ENSG00000188985.6,6411
ENSG00000188994.12,6412
ENSG00000189007.15,6413
ENSG00000189043.9,6414
ENSG00000189046.10,6415
ENSG00000189050.14,6416
ENSG00000189064.8,6417
ENSG00000189077.10,6418
ENSG00000189079.15,6419
ENSG00000189091.12,6420
ENSG00000189114.6,6421
ENSG00000189157.13,6422
ENSG00000189159.15,6423
ENSG00000189171.13,6424
ENSG00000189180.15,6425
ENSG00000189190.8,6426
ENSG00000189223.13,6427
ENSG00000189227.5,6428
ENSG00000189241.6,6429
ENSG00000189266.11,6430
ENSG00000189283.9,6431
ENSG00000189298.13,6432
ENSG00000189306.10,6433
ENSG00000189308.10,6434
ENSG00000189337.15,6435
ENSG00000189343.7,6436
ENSG00000189369.8,6437
ENSG00000189376.11,6438
ENSG00000189377.8,6439
ENSG00000189403.14,6440
ENSG00000196072.11,6441
ENSG00000196074.12,6442
ENSG00000196116.7,6443
ENSG00000196141.12,6444
ENSG00000196151.10,6445
ENSG00000196172.9,6446
ENSG00000196177.12,6447
ENSG00000196182.10,6448
ENSG00000196187.11,6449
ENSG00000196199.13,6450
ENSG00000196204.11,6451
ENSG00000196205.8,6452
ENSG00000196214.10,6453
ENSG00000196233.11,6454
ENSG00000196235.13,6455
ENSG00000196247.11,6456
ENSG00000196262.13,6457
ENSG00000196290.14,6458
ENSG00000196305.17,6459
ENSG00000196312.11,6460
ENSG00000196313.11,6461
ENSG00000196352.13,6462
ENSG00000196353.11,6463
ENSG00000196363.9,6464
ENSG00000196365.11,6465
ENSG00000196371.3,6466
ENSG00000196372.12,6467
ENSG00000196378.11,6468
ENSG00000196388.8,6469
ENSG00000196396.9,6470
ENSG00000196418.12,6471
ENSG00000196419.12,6472
ENSG00000196428.12,6473
ENSG00000196449.3,6474
ENSG00000196459.13,6475
ENSG00000196465.10,6476
ENSG00000196466.10,6477
ENSG00000196470.11,6478
ENSG00000196502.11,6479
ENSG00000196504.15,6480
ENSG00000196510.12,6481
ENSG00000196511.13,6482
ENSG00000196517.11,6483
ENSG00000196531.10,6484
ENSG00000196544.7,6485
ENSG00000196549.10,6486
ENSG00000196550.10,6487
ENSG00000196565.12,6488
ENSG00000196588.14,6489
ENSG00000196591.11,6490
ENSG00000196605.7,6491
ENSG00000196628.13,6492
ENSG00000196636.7,6493
ENSG00000196642.15,6494
ENSG00000196655.9,6495
ENSG00000196656.7,6496
ENSG00000196670.13,6497
ENSG00000196678.13,6498
ENSG00000196683.10,6499
ENSG00000196693.14,6500
ENSG00000196704.11,6501
ENSG00000196712.16,6502
ENSG00000196730.12,6503
ENSG00000196756.11,6504
ENSG00000196757.7,6505
ENSG00000196776.14,6506
ENSG00000196787.3,6507
ENSG00000196792.11,6508
ENSG00000196839.12,6509
ENSG00000196873.15,6510
ENSG00000196914.8,6511
ENSG00000196923.13,6512
ENSG00000196924.14,6513
ENSG00000196937.10,6514
ENSG00000196950.13,6515
ENSG00000196951.10,6516
ENSG00000196976.6,6517
ENSG00000196981.3,6518
ENSG00000196998.15,6519
ENSG00000197006.13,6520
ENSG00000197008.9,6521
ENSG00000197013.9,6522
ENSG00000197019.4,6523
ENSG00000197021.8,6524
ENSG00000197043.13,6525
ENSG00000197045.12,6526
ENSG00000197050.10,6527
ENSG00000197061.4,6528
ENSG00000197063.10,6529
ENSG00000197070.13,6530
ENSG00000197081.12,6531
ENSG00000197083.11,6532
ENSG00000197102.10,6533
ENSG00000197111.15,6534
ENSG00000197121.14,6535
ENSG00000197142.10,6536
ENSG00000197147.12,6537
ENSG00000197149.5,6538
ENSG00000197150.12,6539
ENSG00000197157.10,6540
ENSG00000197165.10,6541
ENSG00000197170.9,6542
ENSG00000197172.10,6543
ENSG00000197180.2,6544
ENSG00000197223.11,6545
ENSG00000197226.12,6546
ENSG00000197265.8,6547
ENSG00000197279.3,6548
ENSG00000197296.5,6549
ENSG00000197299.10,6550
ENSG00000197302.10,6551
ENSG00000197321.14,6552
ENSG00000197323.10,6553
ENSG00000197324.8,6554
ENSG00000197343.10,6555
ENSG00000197345.12,6556
ENSG00000197355.10,6557
ENSG00000197358.9,6558
ENSG00000197372.9,6559
ENSG00000197380.10,6560
ENSG00000197381.15,6561
ENSG00000197415.11,6562
ENSG00000197442.9,6563
ENSG00000197448.13,6564
ENSG00000197451.10,6565
ENSG00000197457.9,6566
ENSG00000197465.13,6567
ENSG00000197471.11,6568
ENSG00000197498.12,6569
ENSG00000197536.10,6570
ENSG00000197548.12,6571
ENSG00000197563.9,6572
ENSG00000197568.13,6573
ENSG00000197601.12,6574
ENSG00000197620.10,6575
ENSG00000197641.11,6576
ENSG00000197694.13,6577
ENSG00000197712.11,6578
ENSG00000197713.14,6579
ENSG00000197728.9,6580
ENSG00000197746.13,6581
ENSG00000197747.8,6582
ENSG00000197756.9,6583
ENSG00000197757.7,6584
ENSG00000197766.7,6585
ENSG00000197771.12,6586
ENSG00000197798.8,6587
ENSG00000197858.10,6588
ENSG00000197860.9,6589
ENSG00000197872.11,6590
ENSG00000197885.10,6591
ENSG00000197892.12,6592
ENSG00000197894.10,6593
ENSG00000197903.7,6594
ENSG00000197930.12,6595
ENSG00000197937.12,6596
ENSG00000197958.12,6597
ENSG00000197961.11,6598
ENSG00000197965.11,6599
ENSG00000197969.11,6600
ENSG00000197980.11,6601
ENSG00000197982.13,6602
ENSG00000197989.13,6603
ENSG00000198000.11,6604
ENSG00000198015.12,6605
ENSG00000198034.10,6606
ENSG00000198040.10,6607
ENSG00000198042.10,6608
ENSG00000198054.11,6609
ENSG00000198055.10,6610
ENSG00000198056.13,6611
ENSG00000198060.9,6612
ENSG00000198087.7,6613
ENSG00000198088.10,6614
ENSG00000198105.11,6615
ENSG00000198130.14,6616
ENSG00000198131.13,6617
ENSG00000198162.12,6618
ENSG00000198168.8,6619
ENSG00000198171.12,6620
ENSG00000198176.12,6621
ENSG00000198189.10,6622
ENSG00000198203.9,6623
ENSG00000198218.10,6624
ENSG00000198221.8,6625
ENSG00000198242.13,6626
ENSG00000198252.11,6627
ENSG00000198258.10,6628
ENSG00000198265.11,6629
ENSG00000198270.12,6630
ENSG00000198276.13,6631
ENSG00000198301.11,6632
ENSG00000198336.9,6633
ENSG00000198346.10,6634
ENSG00000198353.7,6635
ENSG00000198356.11,6636
ENSG00000198363.15,6637
ENSG00000198373.12,6638
ENSG00000198380.12,6639
ENSG00000198382.8,6640
ENSG00000198393.7,6641
ENSG00000198399.14,6642
ENSG00000198400.11,6643
ENSG00000198408.13,6644
ENSG00000198431.15,6645
ENSG00000198435.3,6646
ENSG00000198464.13,6647
ENSG00000198466.11,6648
ENSG00000198468.7,6649
ENSG00000198478.7,6650
ENSG00000198482.10,6651
ENSG00000198492.14,6652
ENSG00000198496.10,6653
ENSG00000198498.9,6654
ENSG00000198521.11,6655
ENSG00000198522.13,6656
ENSG00000198538.10,6657
ENSG00000198546.14,6658
ENSG00000198551.9,6659
ENSG00000198554.11,6660
ENSG00000198556.13,6661
ENSG00000198585.11,6662
ENSG00000198586.13,6663
ENSG00000198589.10,6664
ENSG00000198604.10,6665
ENSG00000198612.10,6666
ENSG00000198618.5,6667
ENSG00000198663.16,6668
ENSG00000198668.10,6669
ENSG00000198673.10,6670
ENSG00000198677.10,6671
ENSG00000198681.6,6672
ENSG00000198695.2,6673
ENSG00000198700.9,6674
ENSG00000198707.14,6675
ENSG00000198712.1,6676
ENSG00000198715.11,6677
ENSG00000198720.12,6678
ENSG00000198721.12,6679
ENSG00000198727.2,6680
ENSG00000198728.10,6681
ENSG00000198730.7,6682
ENSG00000198736.11,6683
ENSG00000198742.9,6684
ENSG00000198743.5,6685
ENSG00000198744.5,6686
ENSG00000198755.10,6687
ENSG00000198756.10,6688
ENSG00000198763.3,6689
ENSG00000198771.10,6690
ENSG00000198786.2,6691
ENSG00000198791.11,6692
ENSG00000198799.11,6693
ENSG00000198804.2,6694
ENSG00000198805.11,6695
ENSG00000198814.12,6696
ENSG00000198815.8,6697
ENSG00000198818.9,6698
ENSG00000198824.5,6699
ENSG00000198830.10,6700
ENSG00000198832.10,6701
ENSG00000198833.6,6702
ENSG00000198836.8,6703
ENSG00000198837.9,6704
ENSG00000198839.9,6705
ENSG00000198840.2,6706
ENSG00000198841.3,6707
ENSG00000198843.12,6708
ENSG00000198855.6,6709
ENSG00000198856.12,6710
ENSG00000198858.9,6711
ENSG00000198860.11,6712
ENSG00000198862.13,6713
ENSG00000198874.12,6714
ENSG00000198876.12,6715
ENSG00000198879.11,6716
ENSG00000198886.2,6717
ENSG00000198887.8,6718
ENSG00000198888.2,6719
ENSG00000198890.7,6720
ENSG00000198898.12,6721
ENSG00000198899.2,6722
ENSG00000198900.5,6723
ENSG00000198901.13,6724
ENSG00000198911.11,6725
ENSG00000198912.10,6726
ENSG00000198917.11,6727
ENSG00000198918.7,6728
ENSG00000198919.12,6729
ENSG00000198920.9,6730
ENSG00000198925.10,6731
ENSG00000198930.12,6732
ENSG00000198931.10,6733
ENSG00000198937.8,6734
ENSG00000198938.2,6735
ENSG00000198947.14,6736
ENSG00000198951.11,6737
ENSG00000198952.8,6738
ENSG00000198954.6,6739
ENSG00000198961.9,6740
ENSG00000198964.13,6741
ENSG00000199377.1,6742
ENSG00000199562.1,6743
ENSG00000199568.1,6744
ENSG00000199990.1,6745
ENSG00000200259.1,6746
ENSG00000200385.1,6747
ENSG00000200502.1,6748
ENSG00000201428.1,6749
ENSG00000201558.1,6750
ENSG00000202198.1,6751
ENSG00000202515.1,6752
ENSG00000203279.3,6753
ENSG00000203618.5,6754
ENSG00000203666.12,6755
ENSG00000203668.1,6756
ENSG00000203705.10,6757
ENSG00000203760.8,6758
ENSG00000203791.13,6759
ENSG00000203875.10,6760
ENSG00000203879.11,6761
ENSG00000203883.6,6762
ENSG00000203930.10,6763
ENSG00000203950.6,6764
ENSG00000203965.12,6765
ENSG00000203989.3,6766
ENSG00000203993.4,6767
ENSG00000204054.11,6768
ENSG00000204070.9,6769
ENSG00000204072.3,6770
ENSG00000204117.1,6771
ENSG00000204147.9,6772
ENSG00000204160.11,6773
ENSG00000204161.13,6774
ENSG00000204178.9,6775
ENSG00000204183.1,6776
ENSG00000204196.5,6777
ENSG00000204209.10,6778
ENSG00000204228.3,6779
ENSG00000204237.4,6780
ENSG00000204241.7,6781
ENSG00000204256.12,6782
ENSG00000204272.10,6783
ENSG00000204277.1,6784
ENSG00000204301.6,6785
ENSG00000204308.7,6786
ENSG00000204315.3,6787
ENSG00000204316.12,6788
ENSG00000204334.7,6789
ENSG00000204348.9,6790
ENSG00000204356.11,6791
ENSG00000204370.8,6792
ENSG00000204371.11,6793
ENSG00000204379.10,6794
ENSG00000204382.11,6795
ENSG00000204385.10,6796
ENSG00000204387.12,6797
ENSG00000204392.10,6798
ENSG00000204394.12,6799
ENSG00000204438.10,6800
ENSG00000204444.10,6801
ENSG00000204463.12,6802
ENSG00000204469.12,6803
ENSG00000204472.12,6804
ENSG00000204482.10,6805
ENSG00000204536.13,6806
ENSG00000204560.9,6807
ENSG00000204564.11,6808
ENSG00000204568.11,6809
ENSG00000204574.12,6810
ENSG00000204592.8,6811
ENSG00000204604.9,6812
ENSG00000204628.11,6813
ENSG00000204673.10,6814
ENSG00000204710.2,6815
ENSG00000204822.6,6816
ENSG00000204832.9,6817
ENSG00000204842.14,6818
ENSG00000204843.12,6819
ENSG00000204852.15,6820
ENSG00000204856.11,6821
ENSG00000204859.11,6822
ENSG00000204899.5,6823
ENSG00000204922.4,6824
ENSG00000204923.3,6825
ENSG00000204947.8,6826
ENSG00000204954.9,6827
ENSG00000205060.10,6828
ENSG00000205078.5,6829
ENSG00000205105.6,6830
ENSG00000205133.11,6831
ENSG00000205138.3,6832
ENSG00000205155.7,6833
ENSG00000205208.4,6834
ENSG00000205220.11,6835
ENSG00000205250.8,6836
ENSG00000205268.10,6837
ENSG00000205277.9,6838
ENSG00000205300.3,6839
ENSG00000205302.6,6840
ENSG00000205339.9,6841
ENSG00000205352.10,6842
ENSG00000205413.7,6843
ENSG00000205423.11,6844
ENSG00000205531.12,6845
ENSG00000205534.6,6846
ENSG00000205542.10,6847
ENSG00000205544.3,6848
ENSG00000205559.3,6849
ENSG00000205581.10,6850
ENSG00000205593.11,6851
ENSG00000205609.12,6852
ENSG00000205629.11,6853
ENSG00000205707.10,6854
ENSG00000205726.13,6855
ENSG00000205758.11,6856
ENSG00000205765.8,6857
ENSG00000205777.17,6858
ENSG00000205871.5,6859
ENSG00000205913.6,6860
ENSG00000205937.11,6861
ENSG00000205981.6,6862
ENSG00000206053.12,6863
ENSG00000206140.9,6864
ENSG00000206172.8,6865
ENSG00000206195.10,6866
ENSG00000206356.5,6867
ENSG00000206418.3,6868
ENSG00000206560.10,6869
ENSG00000206562.11,6870
ENSG00000206567.9,6871
ENSG00000206573.8,6872
ENSG00000206652.1,6873
ENSG00000206749.1,6874
ENSG00000206892.1,6875
ENSG00000206989.1,6876
ENSG00000208772.1,6877
ENSG00000209082.1,6878
ENSG00000210077.1,6879
ENSG00000210082.2,6880
ENSG00000210112.1,6881
ENSG00000210140.1,6882
ENSG00000210184.1,6883
ENSG00000210196.2,6884
ENSG00000211450.9,6885
ENSG00000211455.7,6886
ENSG00000211456.10,6887
ENSG00000211459.2,6888
ENSG00000211460.11,6889
ENSG00000211584.13,6890
ENSG00000211649.3,6891
ENSG00000211697.3,6892
ENSG00000212127.5,6893
ENSG00000212447.1,6894
ENSG00000212664.5,6895
ENSG00000212694.8,6896
ENSG00000212747.4,6897
ENSG00000212802.4,6898
ENSG00000212829.8,6899
ENSG00000212907.2,6900
ENSG00000213015.8,6901
ENSG00000213024.10,6902
ENSG00000213025.2,6903
ENSG00000213064.9,6904
ENSG00000213066.11,6905
ENSG00000213169.3,6906
ENSG00000213185.6,6907
ENSG00000213190.3,6908
ENSG00000213221.4,6909
ENSG00000213225.7,6910
ENSG00000213228.5,6911
ENSG00000213237.4,6912
ENSG00000213246.6,6913
ENSG00000213261.3,6914
ENSG00000213280.2,6915
ENSG00000213281.4,6916
ENSG00000213293.4,6917
ENSG00000213315.5,6918
ENSG00000213337.8,6919
ENSG00000213339.8,6920
ENSG00000213361.2,6921
ENSG00000213363.4,6922
ENSG00000213380.13,6923
ENSG00000213397.10,6924
ENSG00000213401.8,6925
ENSG00000213430.6,6926
ENSG00000213442.5,6927
ENSG00000213445.8,6928
ENSG00000213462.4,6929
ENSG00000213465.7,6930
ENSG00000213492.2,6931
ENSG00000213516.9,6932
ENSG00000213523.9,6933
ENSG00000213551.4,6934
ENSG00000213553.4,6935
ENSG00000213560.4,6936
ENSG00000213563.6,6937
ENSG00000213585.10,6938
ENSG00000213593.9,6939
ENSG00000213598.4,6940
ENSG00000213609.3,6941
ENSG00000213613.2,6942
ENSG00000213614.9,6943
ENSG00000213619.9,6944
ENSG00000213621.3,6945
ENSG00000213625.8,6946
ENSG00000213638.5,6947
ENSG00000213639.9,6948
ENSG00000213672.7,6949
ENSG00000213683.4,6950
ENSG00000213699.8,6951
ENSG00000213707.2,6952
ENSG00000213719.8,6953
ENSG00000213722.8,6954
ENSG00000213730.3,6955
ENSG00000213741.8,6956
ENSG00000213757.3,6957
ENSG00000213780.10,6958
ENSG00000213782.7,6959
ENSG00000213820.3,6960
ENSG00000213822.6,6961
ENSG00000213853.9,6962
ENSG00000213860.4,6963
ENSG00000213864.3,6964
ENSG00000213865.7,6965
ENSG00000213875.3,6966
ENSG00000213889.10,6967
ENSG00000213923.10,6968
ENSG00000213930.11,6969
ENSG00000213931.5,6970
ENSG00000213963.6,6971
ENSG00000213977.7,6972
ENSG00000214022.11,6973
ENSG00000214026.10,6974
ENSG00000214046.8,6975
ENSG00000214049.6,6976
ENSG00000214050.7,6977
ENSG00000214063.10,6978
ENSG00000214078.11,6979
ENSG00000214087.8,6980
ENSG00000214113.10,6981
ENSG00000214114.8,6982
ENSG00000214160.9,6983
ENSG00000214174.8,6984
ENSG00000214182.5,6985
ENSG00000214188.9,6986
ENSG00000214192.3,6987
ENSG00000214194.8,6988
ENSG00000214207.2,6989
ENSG00000214253.8,6990
ENSG00000214274.9,6991
ENSG00000214293.8,6992
ENSG00000214297.3,6993
ENSG00000214389.2,6994
ENSG00000214391.3,6995
ENSG00000214401.4,6996
ENSG00000214413.7,6997
ENSG00000214485.6,6998
ENSG00000214517.8,6999
ENSG00000214530.7,7000
ENSG00000214535.3,7001
ENSG00000214612.3,7002
ENSG00000214643.5,7003
ENSG00000214706.10,7004
ENSG00000214708.4,7005
ENSG00000214736.7,7006
ENSG00000214748.2,7007
ENSG00000214756.7,7008
ENSG00000214855.9,7009
ENSG00000214857.4,7010
ENSG00000214900.8,7011
ENSG00000214941.7,7012
ENSG00000214960.9,7013
ENSG00000214967.5,7014
ENSG00000214975.4,7015
ENSG00000215012.8,7016
ENSG00000215021.8,7017
ENSG00000215022.7,7018
ENSG00000215030.5,7019
ENSG00000215089.3,7020
ENSG00000215105.4,7021
ENSG00000215114.7,7022
ENSG00000215190.8,7023
ENSG00000215251.3,7024
ENSG00000215252.11,7025
ENSG00000215256.3,7026
ENSG00000215271.7,7027
ENSG00000215301.9,7028
ENSG00000215305.9,7029
ENSG00000215414.4,7030
ENSG00000215548.2,7031
ENSG00000215606.4,7032
ENSG00000215712.10,7033
ENSG00000215807.4,7034
ENSG00000215861.5,7035
ENSG00000215883.9,7036
ENSG00000215895.4,7037
ENSG00000216649.3,7038
ENSG00000216657.1,7039
ENSG00000216895.8,7040
ENSG00000217094.2,7041
ENSG00000217128.11,7042
ENSG00000217325.2,7043
ENSG00000217416.4,7044
ENSG00000217555.12,7045
ENSG00000217767.2,7046
ENSG00000217801.9,7047
ENSG00000218175.2,7048
ENSG00000218208.1,7049
ENSG00000218227.3,7050
ENSG00000218426.5,7051
ENSG00000218459.1,7052
ENSG00000218502.3,7053
ENSG00000218510.5,7054
ENSG00000218739.9,7055
ENSG00000219023.1,7056
ENSG00000219133.2,7057
ENSG00000219146.1,7058
ENSG00000219200.10,7059
ENSG00000219222.1,7060
ENSG00000219274.1,7061
ENSG00000219392.1,7062
ENSG00000219487.2,7063
ENSG00000219545.9,7064
ENSG00000219626.8,7065
ENSG00000219930.4,7066
ENSG00000220205.8,7067
ENSG00000220749.4,7068
ENSG00000220793.5,7069
ENSG00000220842.6,7070
ENSG00000221817.9,7071
ENSG00000221829.9,7072
ENSG00000221867.8,7073
ENSG00000221869.4,7074
ENSG00000221883.2,7075
ENSG00000221886.3,7076
ENSG00000221887.5,7077
ENSG00000221914.8,7078
ENSG00000221968.8,7079
ENSG00000221978.11,7080
ENSG00000221983.7,7081
ENSG00000222011.8,7082
ENSG00000222032.1,7083
ENSG00000222041.10,7084
ENSG00000222046.2,7085
ENSG00000222047.8,7086
ENSG00000222057.1,7087
ENSG00000222558.1,7088
ENSG00000223198.1,7089
ENSG00000223361.5,7090
ENSG00000223460.1,7091
ENSG00000223478.1,7092
ENSG00000223482.7,7093
ENSG00000223496.2,7094
ENSG00000223504.1,7095
ENSG00000223508.5,7096
ENSG00000223547.9,7097
ENSG00000223551.1,7098
ENSG00000223552.1,7099
ENSG00000223608.1,7100
ENSG00000223620.3,7101
ENSG00000223662.1,7102
ENSG00000223676.1,7103
ENSG00000223705.9,7104
ENSG00000223745.7,7105
ENSG00000223756.6,7106
ENSG00000223795.2,7107
ENSG00000223797.5,7108
ENSG00000223803.1,7109
ENSG00000223820.5,7110
ENSG00000223960.6,7111
ENSG00000224015.1,7112
ENSG00000224032.6,7113
ENSG00000224040.1,7114
ENSG00000224046.1,7115
ENSG00000224051.6,7116
ENSG00000224094.1,7117
ENSG00000224114.1,7118
ENSG00000224141.5,7119
ENSG00000224152.1,7120
ENSG00000224165.5,7121
ENSG00000224172.1,7122
ENSG00000224184.5,7123
ENSG00000224186.8,7124
ENSG00000224261.2,7125
ENSG00000224411.3,7126
ENSG00000224531.5,7127
ENSG00000224546.2,7128
ENSG00000224550.1,7129
ENSG00000224578.4,7130
ENSG00000224597.9,7131
ENSG00000224631.4,7132
ENSG00000224652.1,7133
ENSG00000224699.8,7134
ENSG00000224785.1,7135
ENSG00000224822.1,7136
ENSG00000224870.6,7137
ENSG00000224877.3,7138
ENSG00000224893.5,7139
ENSG00000224934.2,7140
ENSG00000224950.2,7141
ENSG00000224982.3,7142
ENSG00000225031.1,7143
ENSG00000225067.4,7144
ENSG00000225131.2,7145
ENSG00000225170.2,7146
ENSG00000225178.5,7147
ENSG00000225200.2,7148
ENSG00000225217.1,7149
ENSG00000225265.1,7150
ENSG00000225329.3,7151
ENSG00000225335.3,7152
ENSG00000225355.1,7153
ENSG00000225377.5,7154
ENSG00000225470.6,7155
ENSG00000225471.5,7156
ENSG00000225475.1,7157
ENSG00000225484.6,7158
ENSG00000225486.1,7159
ENSG00000225496.1,7160
ENSG00000225511.6,7161
ENSG00000225528.1,7162
ENSG00000225573.4,7163
ENSG00000225616.2,7164
ENSG00000225663.7,7165
ENSG00000225665.4,7166
ENSG00000225667.1,7167
ENSG00000225697.10,7168
ENSG00000225733.5,7169
ENSG00000225873.1,7170
ENSG00000225892.3,7171
ENSG00000225921.6,7172
ENSG00000225972.1,7173
ENSG00000225973.3,7174
ENSG00000225986.1,7175
ENSG00000226015.2,7176
ENSG00000226043.1,7177
ENSG00000226049.3,7178
ENSG00000226067.6,7179
ENSG00000226084.5,7180
ENSG00000226137.5,7181
ENSG00000226138.4,7182
ENSG00000226180.3,7183
ENSG00000226221.1,7184
ENSG00000226243.1,7185
ENSG00000226268.3,7186
ENSG00000226278.1,7187
ENSG00000226328.6,7188
ENSG00000226329.2,7189
ENSG00000226352.2,7190
ENSG00000226360.5,7191
ENSG00000226396.1,7192
ENSG00000226468.2,7193
ENSG00000226479.3,7194
ENSG00000226499.1,7195
ENSG00000226525.5,7196
ENSG00000226532.1,7197
ENSG00000226539.1,7198
ENSG00000226564.1,7199
ENSG00000226608.3,7200
ENSG00000226752.7,7201
ENSG00000226824.6,7202
ENSG00000226915.1,7203
ENSG00000226944.1,7204
ENSG00000226950.6,7205
ENSG00000226976.3,7206
ENSG00000227053.1,7207
ENSG00000227057.7,7208
ENSG00000227063.5,7209
ENSG00000227070.1,7210
ENSG00000227081.5,7211
ENSG00000227097.5,7212
ENSG00000227124.8,7213
ENSG00000227199.1,7214
ENSG00000227207.2,7215
ENSG00000227337.1,7216
ENSG00000227345.8,7217
ENSG00000227361.1,7218
ENSG00000227398.3,7219
ENSG00000227462.1,7220
ENSG00000227500.9,7221
ENSG00000227525.4,7222
ENSG00000227540.1,7223
ENSG00000227598.1,7224
ENSG00000227615.1,7225
ENSG00000227706.3,7226
ENSG00000227799.1,7227
ENSG00000227932.1,7228
ENSG00000227973.1,7229
ENSG00000228043.5,7230
ENSG00000228055.2,7231
ENSG00000228100.1,7232
ENSG00000228106.5,7233
ENSG00000228109.1,7234
ENSG00000228192.7,7235
ENSG00000228205.1,7236
ENSG00000228224.3,7237
ENSG00000228253.1,7238
ENSG00000228265.5,7239
ENSG00000228288.6,7240
ENSG00000228300.13,7241
ENSG00000228305.2,7242
ENSG00000228335.1,7243
ENSG00000228360.1,7244
ENSG00000228412.6,7245
ENSG00000228427.1,7246
ENSG00000228439.4,7247
ENSG00000228451.3,7248
ENSG00000228452.1,7249
ENSG00000228462.1,7250
ENSG00000228463.8,7251
ENSG00000228474.5,7252
ENSG00000228499.1,7253
ENSG00000228519.3,7254
ENSG00000228589.3,7255
ENSG00000228594.3,7256
ENSG00000228716.6,7257
ENSG00000228742.9,7258
ENSG00000228794.8,7259
ENSG00000228801.5,7260
ENSG00000228887.3,7261
ENSG00000228929.1,7262
ENSG00000228956.8,7263
ENSG00000228960.5,7264
ENSG00000229017.6,7265
ENSG00000229043.2,7266
ENSG00000229056.2,7267
ENSG00000229097.1,7268
ENSG00000229117.8,7269
ENSG00000229119.3,7270
ENSG00000229124.6,7271
ENSG00000229140.8,7272
ENSG00000229197.1,7273
ENSG00000229205.2,7274
ENSG00000229336.1,7275
ENSG00000229344.1,7276
