Base position	No. reads	Exon
108348096	0	NaN
108348097	0	NaN
108348098	0	NaN
108348099	0	NaN
108348100	0	NaN
108348101	0	NaN
108348102	0	NaN
108348103	0	NaN
108348104	0	NaN
108348105	0	NaN
108348106	0	NaN
108348107	0	NaN
108348108	0	NaN
108348109	0	NaN
108348110	0	NaN
108348111	0	NaN
108348112	0	NaN
108348113	0	NaN
108348114	0	NaN
108348115	0	NaN
108348116	0	NaN
108348117	0	NaN
108348118	0	NaN
108348119	0	NaN
108348120	0	NaN
108348121	0	NaN
108348122	0	NaN
108348123	0	NaN
108348124	0	NaN
108348125	0	NaN
108348126	0	NaN
108348127	0	NaN
108348128	0	NaN
108348129	0	NaN
108348130	0	NaN
108348131	0	NaN
108348132	0	NaN
108348133	0	NaN
108348134	0	NaN
108348135	0	NaN
108348136	0	NaN
108348137	0	NaN
108348138	0	NaN
108348139	0	NaN
108348140	0	NaN
108348141	0	NaN
108348142	0	NaN
108348143	0	NaN
108348144	0	NaN
108348145	0	NaN
108348146	0	NaN
108348147	0	NaN
108348148	0	NaN
108348149	0	NaN
108348150	0	NaN
108348151	0	NaN
108348152	0	NaN
108348153	0	NaN
108348154	0	NaN
108348155	0	NaN
108348156	0	NaN
108348157	0	NaN
108348158	0	NaN
108348159	0	NaN
108348160	0	NaN
108348161	0	NaN
108348162	0	NaN
108348163	0	NaN
108348164	0	NaN
108348165	0	NaN
108348166	0	NaN
108348167	0	NaN
108348168	0	NaN
108348169	0	NaN
108348170	0	NaN
108348171	0	NaN
108348172	0	NaN
108348173	0	NaN
108348174	0	NaN
108348175	0	NaN
108348176	0	NaN
108348177	0	NaN
108348178	0	NaN
108348179	0	NaN
108348180	0	NaN
108348181	0	NaN
108348182	0	NaN
108348183	0	NaN
108348184	0	NaN
108348185	0	NaN
108348186	0	NaN
108348187	0	NaN
108348188	0	NaN
108348189	0	NaN
108348190	0	NaN
108348191	0	NaN
108348192	0	NaN
108348193	0	NaN
108348194	0	NaN
108348195	0	NaN
108348196	0	NaN
108348197	0	NaN
108348198	0	NaN
108348199	0	NaN
108348200	0	NaN
108348201	0	NaN
108348202	0	NaN
108348203	0	NaN
108348204	0	NaN
108348205	0	NaN
108348206	0	NaN
108348207	0	NaN
108348208	0	NaN
108348209	0	NaN
108348210	0	NaN
108348211	0	NaN
108348212	0	NaN
108348213	0	NaN
108348214	0	NaN
108348215	0	NaN
108348216	0	NaN
108348217	0	NaN
108348218	0	NaN
108348219	0	NaN
108348220	0	NaN
108348221	0	NaN
108348222	0	NaN
108348223	0	NaN
108348224	0	NaN
108348225	0	NaN
108348226	0	NaN
108348227	0	NaN
108348228	0	NaN
108348229	0	NaN
108348230	0	NaN
108348231	0	NaN
108348232	0	NaN
108348233	0	NaN
108348234	0	NaN
108348235	0	NaN
108348236	0	NaN
108348237	0	NaN
108348238	0	NaN
108348239	0	NaN
108348240	0	NaN
108348241	0	NaN
108348242	0	NaN
108348243	0	NaN
108348244	0	NaN
108348245	0	NaN
108348246	0	NaN
108348247	0	NaN
108348248	0	NaN
108348249	0	NaN
108348250	0	NaN
108348251	0	NaN
108348252	0	NaN
108348253	0	NaN
108348254	0	NaN
108348255	0	NaN
108348256	0	NaN
108348257	0	NaN
108348258	0	NaN
108348259	0	NaN
108348260	0	NaN
108348261	0	NaN
108348262	0	NaN
108348263	0	NaN
108348264	0	NaN
108348265	0	NaN
108348266	0	NaN
108348267	0	NaN
108348268	0	NaN
108348269	0	NaN
108348270	0	NaN
108348271	0	NaN
108348272	0	NaN
108348273	0	NaN
108348274	0	NaN
108348275	0	NaN
108348276	0	NaN
108348277	0	NaN
108348278	0	NaN
108348279	0	NaN
108348280	0	NaN
108348281	0	NaN
108348282	0	NaN
108348283	0	NaN
108348284	0	NaN
108348285	0	NaN
108348286	0	NaN
108348287	0	NaN
108348288	0	NaN
108348289	0	NaN
108348290	0	NaN
108348291	0	NaN
108348292	0	NaN
108348293	0	NaN
108348294	0	NaN
108348295	0	NaN
108348296	0	NaN
108348297	0	NaN
108348298	0	NaN
108348299	0	NaN
108348300	0	NaN
108348301	0	NaN
108348302	0	NaN
108348303	0	NaN
108348304	0	NaN
108348305	0	NaN
108348306	0	NaN
108348307	0	NaN
108348308	0	NaN
108348309	0	NaN
108348310	0	NaN
108348311	0	NaN
108348312	0	NaN
108348313	0	NaN
108348314	0	NaN
108348315	0	NaN
108348316	0	NaN
108348317	0	NaN
108348318	0	NaN
108348319	0	NaN
108348320	0	NaN
108348321	0	NaN
108348322	0	NaN
108348323	0	NaN
108348324	0	NaN
108348325	0	NaN
108348326	0	NaN
108348327	0	NaN
108348328	0	NaN
108348329	0	NaN
108348330	0	NaN
108348331	0	NaN
108348332	0	NaN
108348333	0	NaN
108348334	0	NaN
108348335	0	NaN
108348336	0	NaN
108348337	0	NaN
108348338	0	NaN
108348339	0	NaN
108348340	0	NaN
108348341	0	NaN
108348342	0	NaN
108348343	0	NaN
108348344	0	NaN
108348345	0	NaN
108348346	0	NaN
108348347	0	NaN
108348348	0	NaN
108348349	0	NaN
108348350	0	NaN
108348351	0	NaN
108348352	0	NaN
108348353	0	NaN
108348354	0	NaN
108348355	0	NaN
108348356	0	NaN
108348357	0	NaN
108348358	0	NaN
108348359	0	NaN
108348360	0	NaN
108348361	0	NaN
108348362	0	NaN
108348363	0	NaN
108348364	0	NaN
108348365	0	NaN
108348366	0	NaN
108348367	0	NaN
108348368	0	NaN
108348369	0	NaN
108348370	0	NaN
108348371	0	NaN
108348372	0	NaN
108348373	0	NaN
108348374	0	NaN
108348375	0	NaN
108348376	0	NaN
108348377	0	NaN
108348378	0	NaN
108348379	0	NaN
108348380	0	NaN
108348381	0	NaN
108348382	0	NaN
108348383	0	NaN
108348384	0	NaN
108348385	0	NaN
108348386	0	NaN
108348387	0	NaN
108348388	0	NaN
108348389	0	NaN
108348390	0	NaN
108348391	0	NaN
108348392	0	NaN
108348393	0	NaN
108348394	0	NaN
108348395	0	NaN
108348396	0	NaN
108348397	0	NaN
108348398	0	NaN
108348399	0	NaN
108348400	0	NaN
108348401	0	NaN
108348402	0	NaN
108348403	0	NaN
108348404	0	NaN
108348405	0	NaN
108348406	0	NaN
108348407	0	NaN
108348408	0	NaN
108348409	0	NaN
108348410	0	NaN
108348411	0	NaN
108348412	0	NaN
108348413	0	NaN
108348414	0	NaN
108348415	0	NaN
108348416	0	NaN
108348417	0	NaN
108348418	0	NaN
108348419	0	NaN
108348420	0	NaN
108348421	0	NaN
108348422	0	NaN
108348423	0	NaN
108348424	0	NaN
108348425	0	NaN
108348426	0	NaN
108348427	0	NaN
108348428	0	NaN
108348429	0	NaN
108348430	0	NaN
108348431	0	NaN
108348432	0	NaN
108348433	0	NaN
108348434	0	NaN
108348435	0	NaN
108348436	0	NaN
108348437	0	NaN
108348438	0	NaN
108348439	0	NaN
108348440	0	NaN
108348441	0	NaN
108348442	0	NaN
108348443	0	NaN
108348444	0	NaN
108348445	0	NaN
108348446	0	NaN
108348447	0	NaN
108348448	0	NaN
108348449	0	NaN
108348450	0	NaN
108348451	0	NaN
108348452	0	NaN
108348453	0	NaN
108348454	0	NaN
108348455	0	NaN
108348456	0	NaN
108348457	0	NaN
108348458	0	NaN
108348459	0	NaN
108348460	0	NaN
108348461	0	NaN
108348462	0	NaN
108348463	0	NaN
108348464	0	NaN
108348465	0	NaN
108348466	0	NaN
108348467	0	NaN
108348468	0	NaN
108348469	0	NaN
108348470	0	NaN
108348471	0	NaN
108348472	0	NaN
108348473	0	NaN
108348474	0	NaN
108348475	0	NaN
108348476	0	NaN
108348477	0	NaN
108348478	0	NaN
108348479	0	NaN
108348480	0	NaN
108348481	0	NaN
108348482	0	NaN
108348483	0	NaN
108348484	0	NaN
108348485	0	NaN
108348486	0	NaN
108348487	0	NaN
108348488	0	NaN
108348489	0	NaN
108348490	0	NaN
108348491	0	NaN
108348492	0	NaN
108348493	0	NaN
108348494	0	NaN
108348495	0	NaN
108348496	0	NaN
108348497	0	NaN
108348498	0	NaN
108348499	0	NaN
108348500	0	NaN
108348501	0	NaN
108348502	0	NaN
108348503	0	NaN
108348504	0	NaN
108348505	0	NaN
108348506	0	NaN
108348507	0	NaN
108348508	0	NaN
108348509	0	NaN
108348510	0	NaN
108348511	0	NaN
108348512	0	NaN
108348513	0	NaN
108348514	0	NaN
108348515	0	NaN
108348516	0	NaN
108348517	0	NaN
108348518	0	NaN
108348519	0	NaN
108348520	0	NaN
108348521	0	NaN
108348522	0	NaN
108348523	0	NaN
108348524	0	NaN
108348525	0	NaN
108348526	0	NaN
108348527	0	NaN
108348528	0	NaN
108348529	0	NaN
108348530	0	NaN
108348531	0	NaN
108348532	0	NaN
108348533	0	NaN
108348534	0	NaN
108348535	0	NaN
108348536	0	NaN
108348537	0	NaN
108348538	0	NaN
108348539	0	NaN
108348540	0	NaN
108348541	0	NaN
108348542	0	NaN
108348543	0	NaN
108348544	0	NaN
108348545	0	NaN
108348546	0	NaN
108348547	0	NaN
108348548	0	NaN
108348549	0	NaN
108348550	0	NaN
108348551	0	NaN
108348552	0	NaN
108348553	0	NaN
108348554	0	NaN
108348555	0	NaN
108348556	0	NaN
108348557	0	NaN
108348558	0	NaN
108348559	0	NaN
108348560	0	NaN
108348561	0	NaN
108348562	0	NaN
108348563	0	NaN
108348564	0	NaN
108348565	0	NaN
108348566	0	NaN
108348567	306	15.0
108348568	306	15.0
108348569	306	15.0
108348570	272	15.0
108348571	240	15.0
108348572	240	15.0
108348573	182	15.0
108348574	210	15.0
108348575	182	15.0
108348576	132	15.0
108348577	132	15.0
108348578	156	15.0
108348579	182	15.0
108348580	182	15.0
108348581	182	15.0
108348582	182	15.0
108348583	182	15.0
108348584	182	15.0
108348585	182	15.0
108348586	90	15.0
108348587	72	15.0
108348588	72	15.0
108348589	72	15.0
108348590	72	15.0
108348591	72	15.0
108348592	90	15.0
108348593	90	15.0
108348594	90	15.0
108348595	90	15.0
108348596	90	15.0
108348597	90	15.0
108348598	90	15.0
108348599	110	15.0
108348600	72	15.0
108348601	72	15.0
108348602	72	15.0
108348603	110	15.0
108348604	110	15.0
108348605	110	15.0
108348606	110	15.0
108348607	110	15.0
108348608	110	15.0
108348609	110	15.0
108348610	110	15.0
108348611	110	15.0
108348612	90	15.0
108348613	90	15.0
108348614	90	15.0
108348615	90	15.0
108348616	90	15.0
108348617	90	15.0
108348618	90	15.0
108348619	90	15.0
108348620	90	15.0
108348621	90	15.0
108348622	90	15.0
108348623	72	15.0
108348624	72	15.0
108348625	72	15.0
108348626	72	15.0
108348627	90	15.0
108348628	90	15.0
108348629	90	15.0
108348630	90	15.0
108348631	90	15.0
108348632	90	15.0
108348633	210	15.0
108348634	240	15.0
108348635	240	15.0
108348636	240	15.0
108348637	240	15.0
108348638	240	15.0
108348639	240	15.0
108348640	240	15.0
108348641	240	15.0
108348642	240	15.0
108348643	240	15.0
108348644	240	15.0
108348645	272	15.0
108348646	272	15.0
108348647	306	15.0
108348648	272	15.0
108348649	272	15.0
108348650	272	15.0
108348651	272	15.0
108348652	240	15.0
108348653	210	15.0
108348654	210	15.0
108348655	272	15.0
108348656	272	15.0
108348657	272	15.0
108348658	306	15.0
108348659	306	15.0
108348660	306	15.0
108348661	306	15.0
108348662	306	15.0
108348663	306	15.0
108348664	306	15.0
108348665	342	15.0
108348666	306	15.0
108348667	342	15.0
108348668	342	15.0
108348669	342	15.0
108348670	342	15.0
108348671	380	15.0
108348672	380	15.0
108348673	380	15.0
108348674	342	15.0
108348675	342	15.0
108348676	342	15.0
108348677	306	15.0
108348678	240	15.0
108348679	240	15.0
108348680	240	15.0
108348681	272	15.0
108348682	272	15.0
108348683	272	15.0
108348684	272	15.0
108348685	306	15.0
108348686	306	15.0
108348687	306	15.0
108348688	306	15.0
108348689	306	15.0
108348690	306	15.0
108348691	306	15.0
108348692	342	15.0
108348693	342	15.0
108348694	342	15.0
108348695	342	15.0
108348696	342	15.0
108348697	342	15.0
108348698	342	15.0
108348699	380	15.0
108348700	380	15.0
108348701	380	15.0
108348702	380	15.0
108348703	380	15.0
108348704	380	15.0
108348705	380	15.0
108348706	210	15.0
108348707	210	15.0
108348708	156	15.0
108348709	132	15.0
108348710	132	15.0
108348711	132	15.0
108348712	132	15.0
108348713	132	15.0
108348714	132	15.0
108348715	132	15.0
108348716	132	15.0
108348717	132	15.0
108348718	156	15.0
108348719	132	15.0
108348720	132	15.0
108348721	156	15.0
108348722	156	15.0
108348723	156	15.0
108348724	156	15.0
108348725	156	15.0
108348726	156	15.0
108348727	156	15.0
108348728	156	15.0
108348729	182	15.0
108348730	210	15.0
108348731	210	15.0
108348732	182	15.0
108348733	182	15.0
108348734	182	15.0
108348735	210	15.0
108348736	210	15.0
108348737	240	15.0
108348738	272	15.0
108348739	240	15.0
108348740	210	15.0
108348741	210	15.0
108348742	210	15.0
108348743	210	15.0
108348744	210	15.0
108348745	210	15.0
108348746	182	15.0
108348747	182	15.0
108348748	182	15.0
108348749	182	15.0
108348750	182	15.0
108348751	182	15.0
108348752	182	15.0
108348753	182	15.0
108348754	210	15.0
108348755	182	15.0
108348756	182	15.0
108348757	0	15.0
108348758	0	NaN
108348759	0	NaN
108348760	0	NaN
108348761	0	NaN
108348762	0	NaN
108348763	0	NaN
108348764	0	NaN
108348765	0	NaN
108348766	0	NaN
108348767	0	NaN
108348768	0	NaN
108348769	0	NaN
108348770	0	NaN
108348771	0	NaN
108348772	0	NaN
108348773	0	NaN
108348774	0	NaN
108348775	0	NaN
108348776	0	NaN
108348777	0	NaN
108348778	0	NaN
108348779	0	NaN
108348780	0	NaN
108348781	0	NaN
108348782	0	NaN
108348783	0	NaN
108348784	0	NaN
108348785	0	NaN
108348786	0	NaN
108348787	0	NaN
108348788	0	NaN
108348789	0	NaN
108348790	0	NaN
108348791	0	NaN
108348792	0	NaN
108348793	0	NaN
108348794	0	NaN
108348795	0	NaN
108348796	0	NaN
108348797	0	NaN
108348798	0	NaN
108348799	0	NaN
108348800	0	NaN
108348801	0	NaN
108348802	0	NaN
108348803	0	NaN
108348804	0	NaN
108348805	0	NaN
108348806	0	NaN
108348807	0	NaN
108348808	0	NaN
108348809	0	NaN
108348810	0	NaN
108348811	0	NaN
108348812	0	NaN
108348813	0	NaN
108348814	0	NaN
108348815	0	NaN
108348816	0	NaN
108348817	0	NaN
108348818	0	NaN
108348819	0	NaN
108348820	0	NaN
108348821	0	NaN
108348822	0	NaN
108348823	0	NaN
108348824	0	NaN
108348825	0	NaN
108348826	0	NaN
108348827	0	NaN
108348828	0	NaN
108348829	0	NaN
108348830	0	NaN
108348831	0	NaN
108348832	0	NaN
108348833	0	NaN
108348834	0	NaN
108348835	0	NaN
108348836	0	NaN
108348837	0	NaN
108348838	0	NaN
108348839	0	NaN
108348840	0	NaN
108348841	0	NaN
108348842	0	NaN
108348843	0	NaN
108348844	0	NaN
108348845	0	NaN
108348846	0	NaN
108348847	0	NaN
108348848	0	NaN
108348849	0	NaN
108348850	0	NaN
108348851	0	NaN
108348852	0	NaN
108348853	0	NaN
108348854	0	NaN
108348855	0	NaN
108348856	0	NaN
108348857	0	NaN
108348858	0	NaN
108348859	0	NaN
108348860	0	NaN
108348861	0	NaN
108348862	0	NaN
108348863	0	NaN
108348864	0	NaN
108348865	0	NaN
108348866	0	NaN
108348867	0	NaN
108348868	0	NaN
108348869	0	NaN
108348870	0	NaN
108348871	0	NaN
108348872	0	NaN
108348873	0	NaN
108348874	0	NaN
108348875	0	NaN
108348876	0	NaN
108348877	0	NaN
108348878	0	NaN
108348879	0	NaN
108348880	0	NaN
108348881	0	NaN
108348882	0	NaN
108348883	0	NaN
108348884	0	NaN
108348885	0	NaN
108348886	0	NaN
108348887	0	NaN
108348888	0	NaN
108348889	0	NaN
108348890	0	NaN
108348891	0	NaN
108348892	0	NaN
108348893	0	NaN
108348894	0	NaN
108348895	0	NaN
108348896	0	NaN
108348897	0	NaN
108348898	0	NaN
108348899	0	NaN
108348900	0	NaN
108348901	0	NaN
108348902	0	NaN
108348903	0	NaN
108348904	0	NaN
108348905	0	NaN
108348906	0	NaN
108348907	0	NaN
108348908	0	NaN
108348909	0	NaN
108348910	0	NaN
108348911	0	NaN
108348912	0	NaN
108348913	0	NaN
108348914	0	NaN
108348915	0	NaN
108348916	0	NaN
108348917	0	NaN
108348918	0	NaN
108348919	0	NaN
108348920	0	NaN
108348921	0	NaN
108348922	0	NaN
108348923	0	NaN
108348924	0	NaN
108348925	0	NaN
108348926	0	NaN
108348927	0	NaN
108348928	0	NaN
108348929	0	NaN
108348930	0	NaN
108348931	0	NaN
108348932	0	NaN
108348933	0	NaN
108348934	0	NaN
108348935	0	NaN
108348936	0	NaN
108348937	0	NaN
108348938	0	NaN
108348939	0	NaN
108348940	0	NaN
108348941	0	NaN
108348942	0	NaN
108348943	0	NaN
108348944	0	NaN
108348945	0	NaN
108348946	0	NaN
108348947	0	NaN
108348948	0	NaN
108348949	0	NaN
108348950	0	NaN
108348951	0	NaN
108348952	0	NaN
108348953	0	NaN
108348954	0	NaN
108348955	0	NaN
108348956	0	NaN
108348957	0	NaN
108348958	0	NaN
108348959	0	NaN
108348960	0	NaN
108348961	0	NaN
108348962	0	NaN
108348963	0	NaN
108348964	0	NaN
108348965	0	NaN
108348966	0	NaN
108348967	0	NaN
108348968	0	NaN
108348969	0	NaN
108348970	0	NaN
108348971	0	NaN
108348972	0	NaN
108348973	0	NaN
108348974	0	NaN
108348975	0	NaN
108348976	0	NaN
108348977	0	NaN
108348978	0	NaN
108348979	0	NaN
108348980	0	NaN
108348981	0	NaN
108348982	0	NaN
108348983	0	NaN
108348984	0	NaN
108348985	0	NaN
108348986	0	NaN
108348987	0	NaN
108348988	0	NaN
108348989	0	NaN
108348990	0	NaN
108348991	0	NaN
108348992	0	NaN
108348993	0	NaN
108348994	0	NaN
108348995	0	NaN
108348996	0	NaN
108348997	0	NaN
108348998	0	NaN
108348999	0	NaN
108349000	0	NaN
108349001	0	NaN
108349002	0	NaN
108349003	0	NaN
108349004	0	NaN
108349005	0	NaN
108349006	0	NaN
108349007	0	NaN
108349008	0	NaN
108349009	0	NaN
108349010	0	NaN
108349011	0	NaN
108349012	0	NaN
108349013	0	NaN
108349014	0	NaN
108349015	0	NaN
108349016	0	NaN
108349017	0	NaN
108349018	0	NaN
108349019	0	NaN
108349020	0	NaN
108349021	0	NaN
108349022	0	NaN
108349023	0	NaN
108349024	0	NaN
108349025	0	NaN
108349026	0	NaN
108349027	0	NaN
108349028	0	NaN
108349029	0	NaN
108349030	0	NaN
108349031	0	NaN
108349032	0	NaN
108349033	0	NaN
108349034	0	NaN
108349035	0	NaN
108349036	0	NaN
108349037	0	NaN
108349038	0	NaN
108349039	0	NaN
108349040	0	NaN
108349041	0	NaN
108349042	0	NaN
108349043	0	NaN
108349044	0	NaN
108349045	0	NaN
108349046	0	NaN
108349047	0	NaN
108349048	0	NaN
108349049	0	NaN
108349050	0	NaN
108349051	0	NaN
108349052	0	NaN
108349053	0	NaN
108349054	0	NaN
108349055	0	NaN
108349056	0	NaN
108349057	0	NaN
108349058	0	NaN
108349059	0	NaN
108349060	0	NaN
108349061	0	NaN
108349062	0	NaN
108349063	0	NaN
108349064	0	NaN
108349065	0	NaN
108349066	0	NaN
108349067	0	NaN
108349068	0	NaN
108349069	0	NaN
108349070	0	NaN
108349071	0	NaN
108349072	0	NaN
108349073	0	NaN
108349074	0	NaN
108349075	0	NaN
108349076	0	NaN
108349077	0	NaN
108349078	0	NaN
108349079	0	NaN
108349080	0	NaN
108349081	0	NaN
108349082	0	NaN
108349083	0	NaN
108349084	0	NaN
108349085	0	NaN
108349086	0	NaN
108349087	0	NaN
108349088	0	NaN
108349089	0	NaN
108349090	0	NaN
108349091	0	NaN
108349092	0	NaN
108349093	0	NaN
108349094	0	NaN
108349095	0	NaN
108349096	0	NaN
108349097	0	NaN
108349098	0	NaN
108349099	0	NaN
108349100	0	NaN
108349101	0	NaN
108349102	0	NaN
108349103	0	NaN
108349104	0	NaN
108349105	0	NaN
108349106	0	NaN
108349107	0	NaN
108349108	0	NaN
108349109	0	NaN
108349110	0	NaN
108349111	0	NaN
108349112	0	NaN
108349113	0	NaN
108349114	0	NaN
108349115	0	NaN
108349116	0	NaN
108349117	0	NaN
108349118	0	NaN
108349119	0	NaN
108349120	0	NaN
108349121	0	NaN
108349122	0	NaN
108349123	0	NaN
108349124	0	NaN
108349125	0	NaN
108349126	0	NaN
108349127	0	NaN
108349128	0	NaN
108349129	0	NaN
108349130	0	NaN
108349131	0	NaN
108349132	0	NaN
108349133	0	NaN
108349134	0	NaN
108349135	0	NaN
108349136	0	NaN
108349137	0	NaN
108349138	0	NaN
108349139	0	NaN
108349140	0	NaN
108349141	0	NaN
108349142	0	NaN
108349143	0	NaN
108349144	0	NaN
108349145	0	NaN
108349146	0	NaN
108349147	0	NaN
108349148	0	NaN
108349149	0	NaN
108349150	0	NaN
108349151	0	NaN
108349152	0	NaN
108349153	0	NaN
108349154	0	NaN
108349155	0	NaN
108349156	0	NaN
108349157	0	NaN
108349158	0	NaN
108349159	0	NaN
108349160	0	NaN
108349161	0	NaN
108349162	0	NaN
108349163	0	NaN
108349164	0	NaN
108349165	0	NaN
108349166	0	NaN
108349167	0	NaN
108349168	0	NaN
108349169	0	NaN
108349170	0	NaN
108349171	0	NaN
108349172	0	NaN
108349173	0	NaN
108349174	0	NaN
108349175	0	NaN
108349176	0	NaN
108349177	0	NaN
108349178	0	NaN
108349179	0	NaN
108349180	0	NaN
108349181	0	NaN
108349182	0	NaN
108349183	0	NaN
108349184	0	NaN
108349185	0	NaN
108349186	0	NaN
108349187	0	NaN
108349188	0	NaN
108349189	0	NaN
108349190	0	NaN
108349191	0	NaN
108349192	0	NaN
108349193	0	NaN
108349194	0	NaN
108349195	0	NaN
108349196	0	NaN
108349197	0	NaN
108349198	0	NaN
108349199	0	NaN
108349200	0	NaN
108349201	0	NaN
108349202	0	NaN
108349203	0	NaN
108349204	0	NaN
108349205	0	NaN
108349206	0	NaN
108349207	0	NaN
108349208	0	NaN
108349209	0	NaN
108349210	0	NaN
108349211	0	NaN
108349212	0	NaN
108349213	0	NaN
108349214	0	NaN
108349215	0	NaN
108349216	0	NaN
108349217	0	NaN
108349218	0	NaN
108349219	0	NaN
108349220	0	NaN
108349221	0	NaN
108349222	0	NaN
108349223	0	NaN
108349224	0	NaN
108349225	0	NaN
108349226	0	NaN
108349227	0	NaN
108349228	0	NaN
108349229	0	NaN
108349230	0	NaN
108349231	0	NaN
108349232	0	NaN
108349233	0	NaN
108349234	0	NaN
108349235	0	NaN
108349236	0	NaN
108349237	0	NaN
108349238	0	NaN
108349239	0	NaN
108349240	0	NaN
108349241	0	NaN
108349242	0	NaN
108349243	0	NaN
108349244	0	NaN
108349245	0	NaN
108349246	0	NaN
108349247	0	NaN
108349248	0	NaN
108349249	0	NaN
108349250	0	NaN
108349251	0	NaN
108349252	0	NaN
108349253	0	NaN
108349254	0	NaN
108349255	0	NaN
108349256	0	NaN
108349257	0	NaN
108349258	0	NaN
108349259	0	NaN
108349260	0	NaN
108349261	0	NaN
108349262	0	NaN
108349263	0	NaN
108349264	0	NaN
108349265	0	NaN
108349266	0	NaN
108349267	0	NaN
108349268	0	NaN
108349269	0	NaN
108349270	0	NaN
108349271	0	NaN
108349272	0	NaN
108349273	0	NaN
108349274	0	NaN
108349275	0	NaN
108349276	0	NaN
108349277	0	NaN
108349278	0	NaN
108349279	0	NaN
108349280	0	NaN
108349281	0	NaN
108349282	0	NaN
108349283	0	NaN
108349284	0	NaN
108349285	0	NaN
108349286	0	NaN
108349287	0	NaN
108349288	0	NaN
108349289	0	NaN
108349290	0	NaN
108349291	0	NaN
108349292	0	NaN
108349293	0	NaN
108349294	0	NaN
108349295	0	NaN
108349296	0	NaN
108349297	0	NaN
108349298	0	NaN
108349299	0	NaN
108349300	0	NaN
108349301	0	NaN
108349302	0	NaN
108349303	0	NaN
108349304	0	NaN
108349305	0	NaN
108349306	0	NaN
108349307	0	NaN
108349308	0	NaN
108349309	0	NaN
108349310	0	NaN
108349311	0	NaN
108349312	0	NaN
108349313	0	NaN
108349314	0	NaN
108349315	0	NaN
108349316	0	NaN
108349317	0	NaN
108349318	0	NaN
108349319	0	NaN
108349320	0	NaN
108349321	0	NaN
108349322	0	NaN
108349323	0	NaN
108349324	0	NaN
108349325	0	NaN
108349326	0	NaN
108349327	0	NaN
108349328	0	NaN
108349329	0	NaN
108349330	0	NaN
108349331	0	NaN
108349332	0	NaN
108349333	0	NaN
108349334	0	NaN
108349335	0	NaN
108349336	0	NaN
108349337	0	NaN
108349338	0	NaN
108349339	0	NaN
108349340	0	NaN
108349341	0	NaN
108349342	0	NaN
108349343	0	NaN
108349344	0	NaN
108349345	0	NaN
108349346	0	NaN
108349347	0	NaN
108349348	0	NaN
108349349	0	NaN
108349350	0	NaN
108349351	0	NaN
108349352	0	NaN
108349353	0	NaN
108349354	0	NaN
108349355	0	NaN
108349356	0	NaN
108349357	0	NaN
108349358	0	NaN
108349359	0	NaN
108349360	0	NaN
108349361	0	NaN
108349362	0	NaN
108349363	0	NaN
108349364	0	NaN
108349365	0	NaN
108349366	0	NaN
108349367	0	NaN
108349368	0	NaN
108349369	0	NaN
108349370	0	NaN
108349371	0	NaN
108349372	0	NaN
108349373	0	NaN
108349374	0	NaN
108349375	0	NaN
108349376	0	NaN
108349377	0	NaN
108349378	0	NaN
108349379	0	NaN
108349380	0	NaN
108349381	0	NaN
108349382	0	NaN
108349383	0	NaN
108349384	0	NaN
108349385	0	NaN
108349386	0	NaN
108349387	0	NaN
108349388	0	NaN
108349389	0	NaN
108349390	0	NaN
108349391	0	NaN
108349392	0	NaN
108349393	0	NaN
108349394	0	NaN
108349395	0	NaN
108349396	0	NaN
108349397	0	NaN
108349398	0	NaN
108349399	0	NaN
108349400	0	NaN
108349401	0	NaN
108349402	0	NaN
108349403	0	NaN
108349404	0	NaN
108349405	0	NaN
108349406	0	NaN
108349407	0	NaN
108349408	0	NaN
108349409	0	NaN
108349410	0	NaN
108349411	0	NaN
108349412	0	NaN
108349413	0	NaN
108349414	0	NaN
108349415	0	NaN
108349416	0	NaN
108349417	0	NaN
108349418	0	NaN
108349419	0	NaN
108349420	0	NaN
108349421	0	NaN
108349422	0	NaN
108349423	0	NaN
108349424	0	NaN
108349425	0	NaN
108349426	0	NaN
108349427	0	NaN
108349428	0	NaN
108349429	0	NaN
108349430	0	NaN
108349431	0	NaN
108349432	0	NaN
108349433	0	NaN
108349434	0	NaN
108349435	0	NaN
108349436	0	NaN
108349437	0	NaN
108349438	0	NaN
108349439	0	NaN
108349440	0	NaN
108349441	0	NaN
108349442	0	NaN
108349443	0	NaN
108349444	0	NaN
108349445	0	NaN
108349446	0	NaN
108349447	0	NaN
108349448	0	NaN
108349449	0	NaN
108349450	0	NaN
108349451	0	NaN
108349452	0	NaN
108349453	0	NaN
108349454	0	NaN
108349455	0	NaN
108349456	0	NaN
108349457	0	NaN
108349458	0	NaN
108349459	0	NaN
108349460	0	NaN
108349461	0	NaN
108349462	0	NaN
108349463	0	NaN
108349464	0	NaN
108349465	0	NaN
108349466	0	NaN
108349467	0	NaN
108349468	0	NaN
108349469	0	NaN
108349470	0	NaN
108349471	0	NaN
108349472	0	NaN
108349473	0	NaN
108349474	0	NaN
108349475	0	NaN
108349476	0	NaN
108349477	0	NaN
108349478	0	NaN
108349479	0	NaN
108349480	0	NaN
108349481	0	NaN
108349482	0	NaN
108349483	0	NaN
108349484	0	NaN
108349485	0	NaN
108349486	0	NaN
108349487	0	NaN
108349488	0	NaN
108349489	0	NaN
108349490	0	NaN
108349491	0	NaN
108349492	0	NaN
108349493	0	NaN
